academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
รองศาสตราจารย์,กิ่งแก้ว เกษโกวิท,Kingkaew Ketkowit,มหาวิทยาลัยขอนแก่น,Khon Kaen University,สาธารณสุขศาสตร์,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กีรติ ตันเสถียร,,มหาวิทยาลัยรังสิต,Rangsit University,-,,,,,,-,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,กีรติ ลีวัจนกุล,,มหาวิทยาลัยรังสิต,Rangsit University,วิศวกรรมโยธา,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,กีรติ เจริญชลวานิช,,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ออร์โธปิดิกส์และกายภาพบำบัด,,,,,,ปริญญาตรี,ข้าราชการ
ศาสตราจารย์,กุลกัญญา โชคไพบูลย์กิจ,Kulkanya Chokephaibulkit,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,4365.0,241.0,3723.0,32.0,2192.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,กุลธน ธนาพงศธร,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,กุลนภา ฟู่เจริญ,Goonnapa Fucharoen,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เทคนิคการแพทย์,3119.0,168.0,1469.0,31.0,214.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุลนารี สิริสาลี,Kulnaree Sirisalee,มหาวิทยาลัยมหิดล,Mahidol University,-,18.0,4.0,18.0,3.0,12.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุลนิษก์ สอนวิทย์,,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,Bansomdejchaopraya Rajabhat University and Princess of Naradhiwas University,ประยุกต์ศิลป์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุลนุช ชาญชัยรุจิรา,Kullanuch Chanchairujira,มหาวิทยาลัยมหิดล,Mahidol University,รังสีวินิจฉัย,200.0,7.0,200.0,6.0,21.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,กุลภา ศรีสวัสดิ์,Gulapar Srisawasdi,มหาวิทยาลัยมหิดล,Mahidol University,เวชศาสตร์ฟื้นฟู,23.0,6.0,23.0,3.0,25.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,กุลยา นาคสวัสดิ์,Kulaya Narksawat,มหาวิทยาลัยมหิดล,Mahidol University,ระบาดวิทยา,127.0,14.0,125.0,7.0,38.0,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,กุลยา วิวิตเสวี,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุลวรา ชูพงศ์ไพโรจน์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,วรรณกรรมสำหรับเด็ก,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุศล ประกอบการ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,กุศล สุนทรธาดา,Kusol Soonthorndhada,มหาวิทยาลัยมหิดล,Mahidol University,วิจัยประชากรและสังคม,247.0,17.0,234.0,9.0,28.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,กุสุมาลย์ แก้วอุดม,,มหาวิทยาลัยราชภัฏภูเก็ต,Phuket Rajabhat University,ภาษาฝรั่งเศส,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ก่อสุข วีระถาวร,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,คณิตศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ขนิษฐา จิตชินะกุล,,มหาวิทยาลัยหอการค้าไทย,University of the Thai Chamber of Commerce,ภาษาไทยเพื่อการสื่อสาร,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ขนิษฐา เจริญลาภ,,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,Rajamangala University of Technology Krungthep,วิศวกรรมเคมีสิ่งทอ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ขนิษฐา แซ่ตั้ง,K. Sae-Tang,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมอิเล็กทรอนิกส์,3.0,7.0,3.0,1.0,3.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ขบนพันธุ์ เอี่ยมโอภาส,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,-,,,,,,ปริญญาโท,ข้าราชการ
ศาสตราจารย์,ขวัญชัย ศุภรัตน์ภิญโญ,Khuanchai Supparatpinyo,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,โรคติดเชื้อ,4250.0,99.0,3080.0,34.0,672.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ขวัญใจ จิตต์บุญ,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,ภาษาอังกฤษ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ขวัญใจ แสงมณี,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เศรษฐศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
